(대출기간: 2024.08.01. ~ 2025.07.30.),,,,,,,
순위,등록번호,서명,저자,발행자,청구기호,대출횟수,
469.0,QC0000035844,"놓지 마 과학!. 7, 정신이 모험에 정신 놓다","신태훈, 나승훈 [공]글·그림",위즈덤하우스,아만 400-신883ㄴ2-7,27.0,
470.0,QC0000035839,"놓지 마 과학!. 2, 정신이 탁구에 정신 놓다","신태훈, 나승훈 [공]글·그림",위즈덤하우스,아만 400-신883ㄴ2-2,27.0,
471.0,QC0000035633,"(흔한남매) 과학 탐험대. 1, 우주","흔한남매 원작 ; 이재국, 이현진 [공] 글 ; 김덕영 그림",주니어김영사,아만 404-흔92ㄱ-1,27.0,
472.0,QC0000033908,"브레드 이발소. 3, 베이커리타운의 악동들",몬스터 스튜디오 원작·글·그림,한솔수북,아813.8-몬57ㅂ-3,27.0,
473.0,QC0000033880,"고양이 해결사 깜냥 : 홍민정 동화. 3, 태권도의 고수가 되어라!",홍민정 지음 ; 김재희 그림,창비,아813.8-홍38ㄱ-3,27.0,
474.0,QC0000033233,"Go Go 카카오프렌즈 : 세계 역사 문화 체험 학습만화. 19, 한국 2",김미영 글 ; 김정한 그림,아울북,아만909-김38ㄱ-19,27.0,
475.0,QC0000033148,(흔한남매) 불꽃 튀는 우리말:초등 국어 고수 되기 프로젝트,흔한남매 원작;한은호 글;유희석 그림,다산어린이,아만710-흔92ㅂ-1,27.0,
476.0,QC0000031934,"그리스 로마 신화 : 만화로 읽는 초등 인문학. 19, 스핑크스를 물리친 오이디푸스의 지혜",박시연 글 ; 최우빈 그림,아울북,아만219-박58ㄱ-19,27.0,
477.0,QC0000029703,(흔한 남매) 안 흔한 일기. 1,흔한남매 원작 ; 강효미 글 ; 조병주 그림,MiraeN아이세움,아만657.1-흔92아-1,27.0,
478.0,QC0000029433,구해줘 카카오프렌즈 과학. 2,"박영희 [외]글, 도니패밀리 그림",메가스터디,아만400-구93ㅁ-2,27.0,
479.0,QC0000029315,"그리스 로마 신화 : 만화로 읽는 초등 인문학. 16, 페르세우스, 영웅 신화의 시작",박시연 글 ; 최우빈 그림,아울북,아만219-박58ㄱ-16,27.0,
480.0,QC0000028271,아쿠아리움에서 살아남기. 2,곰돌이 co. 글 ; 한현동 그림,아이세움,아만408-서42ㅇ-66,27.0,
481.0,QC0000028055,흔한남매. 1,흔한남매 원작 ; 백난도 글 ; 유난희 그림,아이세움,아만657.1-흔92ㅎ-1,27.0,
482.0,QC0000027936,"레이튼 미스터리 탐정사무소 : 카트리에일의 수수께끼 파일. 4, 도플갱어의 등장",안치현 글 ; 팀키즈 그림,아이세움,아813.8-레68ㅁ-4,27.0,
483.0,QC0000026767,"내일은 실험왕 : 본격 대결 과학실험 만화. 47, 감염병과 전염병",스토리 a. 글 ; 홍종현 그림,아이세움,아만407-내68ㅇ-47,27.0,
484.0,QC0000026463,"추리 천재 엉덩이 탐정. 4, 괴도 vs 탐정 대결 사건",트롤 글·그림 ; 김정화 옮김,아이세움,아833.8-트295ㅊ-4-2,27.0,
485.0,QC0000025429,"쿠키런 세계사 = Cookie run. 2, 세계 4대 문명",동림스토리 글 ; 도니패밀리 그림,서울문화사,아만909-동298ㅋ-2,27.0,
486.0,QC0000023307,내 멋대로 나 뽑기,최은옥 글 ; 김무연 그림,주니어김영사,아813.8-내34ㅈ-3,27.0,
487.0,QC0000019614,(코믹 메이플스토리) 신들의 계보. 3,송도수 글 ; 서정은 그림,서울문화사,아만657.1-송25ㅅ-3,27.0,
488.0,QC0000019404,인공지능 세계에서 살아남기. 2,곰돌이co. 글 ; 한현동 그림,미래엔,아만408-서42ㅇ-57,27.0,
489.0,QC0000017370,"(설민석의) 한국사 대모험. 4, 선사 시대 편 - 본격 부마 결정전, 온달 대 공갈","설민석, 스토리박스 [공]글 ; 정현희 그림",아이휴먼,아만911-설38ㅎ-4,27.0,
490.0,QC0000010870,빙하에서 살아남기,최덕희 글 ; 강경효 그림,아이세움(미래엔),아만408-서42ㅇ-4,27.0,
491.0,QC0000010337,무인도에서 살아남기,최덕희 글 ; 강경효 그림,아이세움(미래엔),아만408-서42ㅇ-1,27.0,
492.0,QC0000009884,로봇 세계에서 살아남기 = Survival robot world. 3,김정욱 글 ; 한현동 그림,아이세움(미래엔),아만408-서42ㅇ-35,27.0,
493.0,QC0000007741,"추리 천재 엉덩이 탐정. 1, 보라 부인의 암호 사건",트롤 글·그림 ; 김정화 옮김,아이세움,아833.8-트295ㅊ-1,27.0,
494.0,QA0000107776,"반장으로서의 책임과 의무. 2, 선생님은 떠든 사람 이름을 묻지 않았다",수신지 글·그림,귤프레스,657.1-수58ㅂ-2,27.0,
495.0,QA0000106208,맡겨진 소녀 : 클레어 키건 소설,클레어 키건 지음 ; 허진 옮김,다산책방,892.42-키14ㅁ=2,27.0,
496.0,QA0000044426,소년이 온다 : 한강 장편소설 : 큰글자도서. 2,한강 지음,창비,큰 813.7-한12ㅅ-2,26.0,
497.0,QA0000115292,당신이 누군가를 죽였다,히가시노 게이고 지음 ; 최고은 옮김,북다,833.6-히12도,26.0,
498.0,QA0000111336,소년이 온다 : 한강 장편소설,한강 지음,창비,813.7-한12ㅅ-3,26.0,
499.0,QA0000099598,뽀짜툰. 5,채유리 글·그림,북폴리오,657.3-채66ㅃ-5,26.0,
500.0,QA0000075772,"칵테일, 러브, 좀비",조예은 지음,안전가옥,813.7-조64ㅋ,26.0,
